fam;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;a31;a32;a33;a34;a35;a36;a37;a38;a39;teacher
id-587;0,4;0,6;0,13;0,11;-0,35;-1;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-589;0,2;0,6;-0,04;0,11;-0,35;-1;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-592;0,2;0,4;0,12;0,2;-0,3;-1;-1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-593;0,6;0,8;0,7;0,29;-0,3;-1;-1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-594;0,6;0,8;0,47;0,2;-0,3;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-595;0,2;0,6;0,41;0,11;-0,3;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-596;0,6;0,6;0,31;0,16;-0,3;-0,78;-1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-597;0,4;0,8;0,38;0,24;-0,3;-0,56;-1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-599;0,6;0,6;0,18;0,11;-0,3;-0,56;-0,5;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-600;0,4;0,6;0,3;0,2;-0,3;-1;-1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-601;0,4;0,6;-0,17;0,07;-0,4;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-602;0,2;0,4;0,29;0,11;-0,25;-0,56;-1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
id-603;0,6;0,6;0,85;0,38;-0,25;-1;-1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-604;0,6;0,6;0,4;0,24;-0,3;-0,78;-1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-605;0,4;0,6;0,13;0,11;-0,3;-1;-1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-606;0,2;0,4;0,53;0,24;-0,25;-0,78;-1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-607;-0,6;0;0;0,16;-0,4;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-608;0,4;0,4;-0,16;0,02;-0,4;0,11;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-611;0,6;0,6;0,49;0,29;-0,25;-1;-1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-613;0,4;0,4;0,6;0,24;-0,1;-0,56;-1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-614;0,6;0,6;-0,08;0,2;-0,3;-0,11;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-616;0,4;0,6;0,49;0,29;-0,25;-0,56;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-617;0,4;0,4;0,06;0,11;-0,35;-1;-1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-618;0,2;0,4;0,07;0,11;-0,3;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-619;0,8;0,8;-0,03;0,11;-0,4;-1;-1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-620;0,4;0,4;0,24;0,11;-0,3;-1;-1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-622;-0,4;0,6;0,6;0,33;-0,2;-0,33;0;3;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-623;0,6;0,6;0,67;0,29;-0,2;-1;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-625;0,4;0,6;0,08;0,16;-0,35;-0,56;-0,5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-626;0,4;0,4;0,09;0,16;-0,35;-0,78;-1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-627;0,4;0,4;0,04;0,2;-0,3;-1;-1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-628;0,4;0,6;-0,03;0,16;-0,4;-1;-1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-629;0,4;0,6;0,07;0,11;-0,3;-0,56;-0,5;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-630;0,4;0,4;-0,11;0,07;-0,4;-0,78;-0,5;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-631;0,4;0,4;0,19;0,16;-0,25;-0,33;-0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-633;0,6;0,4;0,41;0,29;-0,2;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-634;0,6;0,8;0,02;0,11;-0,35;-0,78;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-637;0,4;0,6;0,41;0,24;-0,3;-0,78;-0,5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-638;0;0,6;0,2;0,16;-0,25;-0,78;-1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-639;0,6;0,8;-0,05;0,11;-0,35;-0,33;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-640;0,6;0,8;0,2;0,11;-0,35;-1;-1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-642;0,4;0,4;0,08;0,2;-0,35;-1;-1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-643;0,6;0,8;0,18;0,24;-0,25;-0,56;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-645;0,2;0,4;0,07;0,2;-0,25;-0,78;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-647;0,4;0,6;-0,23;0,07;-0,4;-0,11;-0,5;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-649;0,4;0,6;0,01;0,24;-0,4;-0,56;-0,5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-650;0;0,2;0,43;0,29;-0,25;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-651;0;0,4;0,65;0,56;-0,15;-1;-1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-652;0,4;0,6;-0,15;0,07;-0,4;-1;-1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-653;0,6;0,6;-0,13;0,07;-0,35;-0,56;-0,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-654;0,4;0,6;0,74;0,24;-0,25;-0,78;-1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-655;0,6;0,6;0,47;0,29;-0,25;-1;-1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-658;0,6;0,8;0,24;0,11;-0,3;-0,78;-0,5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-659;0,6;0,8;0,3;0,11;-0,4;-0,56;-0,5;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-661;0,4;0,6;0,48;0,2;-0,2;-0,33;-1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-663;0,4;0,8;0,4;0,24;-0,2;-1;-1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-664;0,6;0,8;0,25;0,2;-0,3;-0,78;-0,5;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;5
id-667;0,4;0,6;-0,06;0,11;-0,4;-0,33;-0,5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-668;0,6;0,8;0,32;0,29;-0,25;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-669;0,4;0,8;0,13;0,11;-0,35;-1;-1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-670;-0,2;0,4;0,22;0,24;-0,3;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-672;0,4;0,6;0,16;0,11;-0,25;-1;-1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-673;0,4;0,4;0,18;0,16;-0,3;-0,56;-0,5;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-674;0,6;0,6;0,12;0,11;-0,3;-0,78;-0,5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5
id-676;0,2;0,6;0,08;0,11;-0,3;-0,33;-0,5;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-679;0,4;0,6;0,66;0,29;-0,25;0,78;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-681;0,4;0,6;0,2;0,11;-0,3;-0,78;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-682;0,6;0,8;0,25;0,2;-0,35;-1;-1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-683;0,2;0,6;0,37;0,16;-0,2;-0,56;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;5
id-684;0,6;0,6;0,33;0,38;-0,35;-0,78;-1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;5
id-685;0,6;0,8;0,64;0,24;-0,2;-1;-1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5
id-687;0,6;0,8;-0,03;0,2;-0,3;-0,56;-0,5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-689;0,6;0,6;0,12;0,24;-0,3;-1;-1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;5
id-691;0,4;0,6;0,35;0,24;-0,2;-0,78;-0,5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-692;0,6;0,8;-0,03;0,07;-0,45;-1;-1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-693;0,6;0,6;0,1;0,16;-0,35;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5
id-694;0,8;1;0,26;0,24;-0,35;-0,56;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-696;0,6;0,8;0,58;0,29;-0,15;-0,56;-1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-697;0,6;0,8;0,19;0,11;-0,25;-0,11;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-698;0,4;0,6;0,7;0,33;-0,25;-1;-1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-699;0,4;0,6;0,08;0,16;-0,4;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-702;0,6;0,8;0,18;0,33;-0,25;-0,33;-0,5;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-704;0,4;0,6;0,43;0,29;-0,25;-0,78;-0,5;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-706;0,4;0,6;0,45;0,33;-0,25;-1;-1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-707;0,4;0,4;-0,09;0,07;-0,35;2,11;-1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-708;0,2;0,6;0,28;0,24;-0,3;-1;-1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-709;0,6;0,6;-0,42;-0,07;-0,4;-1;-1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5
id-710;0,4;0,6;0,4;0,2;-0,35;-0,56;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-711;0,2;0,4;0,12;0,16;-0,35;-0,11;-1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-712;0,6;0,6;0,15;0,29;-0,25;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-713;0,2;0,6;-0,11;0,11;-0,35;-0,56;-0,5;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-714;0,8;1;0,14;0,16;-0,35;-0,56;-1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-716;0,4;0,6;0,12;0,16;-0,25;-0,33;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-717;0,6;0,6;0,3;0,38;-0,35;-1;-1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-718;0,6;0,6;0,5;0,47;-0,25;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-719;0,4;0,6;0,23;0,2;-0,4;-1;-1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-721;0,4;0,4;0,03;0,16;-0,3;-1;-1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-722;0,6;0,8;0,12;0,16;-0,3;-0,78;-0,5;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-723;0,2;0,6;0,6;0,33;-0,25;-1;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-724;0,6;0,6;0,44;0,16;-0,35;-0,78;-1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;5
id-725;0,4;0,6;-0,1;0,11;-0,25;-0,11;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-726;0,8;0,8;0;0,11;-0,4;-1;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-727;0,6;0,8;0,23;0,2;-0,3;-1;-1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-728;0,6;0,8;0,27;0,2;-0,3;-1;-1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-729;0,6;0,8;-0,11;0,07;-0,35;-0,56;-0,5;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-731;-0,2;0,6;-0,1;0,29;-0,45;-1;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-732;0,4;0,4;0,32;0,24;-0,3;-0,56;-0,5;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-733;0,4;0,6;0,13;0,2;-0,3;-0,78;-1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-734;0,4;0,4;0,02;0,16;-0,45;-1;-1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-736;0,6;0,8;-0,07;0,11;-0,3;-1;-1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-737;0;0,4;0,12;0,11;-0,3;-1;-1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-738;0,6;0,8;0,05;0,07;-0,3;-1;-1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-739;0,6;0,8;0,1;0,2;-0,4;-1;-1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;5
id-740;0,4;0,4;0,1;0,11;-0,35;-1;-1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-742;-0,2;0,6;0,3;0,33;-0,35;-1;-1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-743;0,4;0,6;0,54;0,24;-0,2;-0,78;-0,5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-744;0,4;0,6;0,14;0,2;-0,4;-1;-1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
id-745;0,6;0,8;-0,05;0,11;-0,4;-1;-1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-746;0,6;0,8;0,68;0,38;-0,15;-0,78;-0,5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-747;0,4;0,6;0,28;0,24;-0,3;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-750;0,6;0,8;0,49;0,24;-0,25;-1;-1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-751;0,4;0,8;0,03;0,16;-0,3;-0,78;-0,5;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-752;0,2;0,4;0,25;0,11;-0,2;-0,78;-0,5;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-753;0,6;0,6;0,3;0,2;-0,25;-1;-1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-754;0,4;0,6;0,21;0,16;-0,3;-0,78;-1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-755;0;0,6;-0,11;0,11;-0,35;-1;-1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5
id-756;0,4;0,6;0,25;0,2;-0,3;-1;-1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5
id-757;0,4;0,6;0,35;0,11;-0,25;-0,78;-0,5;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
id-758;0,6;0,8;0,2;0,2;-0,35;-0,56;-0,5;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5
id-759;0,4;0,6;0,56;0,33;-0,25;-0,56;-0,5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-760;0,6;0,8;0,53;0,29;-0,25;-0,78;-0,5;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-763;0,4;0,6;0,2;0,11;-0,3;-0,56;-0,5;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-764;0,6;0,6;0,29;0,2;-0,3;-0,78;-1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5
id-765;0,4;0,4;0,28;0,24;-0,3;-1;-1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-766;0,6;0,6;-0,08;0,24;-0,3;-1;-1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;5
id-768;0,4;0,4;0,2;0,11;-0,1;-1;-1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-769;0,6;0,8;0,13;0,29;-0,25;-0,78;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-770;0,2;0,4;0,28;0,24;-0,3;-0,78;-0,5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
id-771;0,6;0,8;0,17;0,16;-0,4;-0,78;-0,5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5
id-774;0,4;0,6;0,04;0,11;-0,35;-1;-1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
